age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
49,blue-collar,divorced,primary,no,24,yes,no,cellular,11,may,701,1,362,1,success,yes
33,blue-collar,single,secondary,no,329,no,no,cellular,6,sep,224,1,145,2,other,yes
51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,yes
32,blue-collar,married,secondary,no,225,yes,no,cellular,17,apr,574,1,150,1,failure,yes
72,retired,married,primary,no,4657,no,no,telephone,23,mar,255,1,91,8,success,yes
34,admin.,married,secondary,no,1406,yes,no,cellular,20,aug,63,2,85,1,success,yes
35,management,married,tertiary,no,611,no,no,cellular,1,oct,305,2,121,1,success,yes
22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes
25,student,single,secondary,no,1868,no,no,cellular,26,oct,259,1,103,2,other,yes
42,blue-collar,married,secondary,no,366,yes,no,cellular,22,may,324,1,106,1,failure,yes
38,admin.,single,secondary,no,262,no,no,cellular,3,feb,315,2,180,6,failure,yes
42,management,married,tertiary,no,372,yes,no,cellular,4,aug,153,3,1,2,success,yes
43,technician,divorced,secondary,no,4389,no,no,telephone,2,jul,632,2,85,1,success,yes
38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,yes
27,admin.,married,secondary,no,1595,no,no,cellular,29,dec,196,2,197,2,success,yes
56,management,married,secondary,no,4623,no,no,cellular,25,feb,305,1,192,1,success,yes
31,technician,single,tertiary,no,882,no,no,cellular,4,sep,293,1,93,1,success,yes
40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success,yes
33,management,single,tertiary,no,935,no,no,cellular,9,feb,385,2,92,8,success,yes
45,blue-collar,married,secondary,no,1529,yes,no,cellular,13,nov,181,1,197,1,success,yes
32,management,single,tertiary,no,935,no,no,cellular,10,aug,161,2,375,5,failure,yes
45,blue-collar,single,secondary,no,0,no,no,cellular,5,aug,374,2,472,1,success,yes
23,student,single,secondary,no,107,no,no,cellular,14,oct,84,1,183,1,success,yes
31,management,married,tertiary,no,877,no,no,cellular,9,jun,192,1,93,7,other,yes
61,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,89,1,91,4,success,yes
39,blue-collar,married,secondary,no,2467,no,no,cellular,19,jul,207,2,276,3,other,yes
31,unemployed,single,tertiary,no,302,no,no,cellular,3,feb,349,1,357,3,success,yes
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,yes
73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure,yes
38,admin.,married,secondary,no,1559,no,no,cellular,3,mar,136,2,280,1,failure,yes
51,management,married,tertiary,no,469,no,no,cellular,15,apr,200,1,181,2,success,yes
33,services,single,secondary,no,152,yes,no,cellular,25,may,202,2,365,2,success,yes
39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,2,98,3,success,yes
35,management,married,tertiary,no,495,no,no,cellular,30,apr,266,1,87,1,failure,yes
28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,449,2,33,4,success,yes
28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,yes
53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure,yes
45,management,married,tertiary,no,160,no,no,cellular,10,nov,182,2,194,1,success,yes
67,retired,married,primary,no,1430,no,no,cellular,11,jan,499,2,91,3,failure,yes
37,blue-collar,married,secondary,no,604,yes,no,cellular,7,oct,371,1,495,1,failure,yes
47,admin.,married,secondary,no,368,no,no,cellular,21,may,403,1,87,6,success,yes
59,services,divorced,secondary,no,1,yes,no,cellular,28,jan,602,1,253,5,other,yes
36,admin.,single,tertiary,no,364,no,yes,cellular,31,aug,185,1,123,1,failure,yes
39,services,married,secondary,no,25,yes,yes,cellular,12,may,658,1,351,3,failure,yes
55,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure,yes
35,admin.,married,secondary,no,2374,yes,no,cellular,11,aug,765,2,183,5,success,yes
29,blue-collar,single,tertiary,no,455,no,no,telephone,27,may,214,2,36,1,success,yes
37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,2,182,3,success,yes
40,blue-collar,married,secondary,no,1181,yes,no,cellular,4,feb,718,2,189,2,success,yes
62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other,yes
67,management,married,tertiary,no,405,no,no,cellular,10,nov,344,2,95,2,success,yes
49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes
23,student,single,secondary,no,381,no,no,cellular,23,feb,696,1,189,2,other,yes
56,retired,married,secondary,no,3738,yes,no,cellular,17,apr,156,1,305,6,other,yes
54,blue-collar,divorced,primary,no,4401,no,no,telephone,13,may,414,1,183,2,success,yes
31,unemployed,married,tertiary,no,330,no,no,cellular,13,jul,309,1,181,3,success,yes
30,management,single,tertiary,no,398,no,no,cellular,27,oct,102,1,180,3,success,yes
48,blue-collar,married,secondary,no,238,yes,yes,cellular,2,jun,118,2,81,1,success,no
34,admin.,single,secondary,no,673,yes,no,cellular,29,jan,89,1,260,2,failure,no
51,management,married,tertiary,no,0,yes,yes,cellular,19,aug,263,1,84,1,other,no
46,blue-collar,married,secondary,no,942,no,no,cellular,18,nov,240,3,119,2,failure,no
45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure,no
37,technician,married,secondary,no,24,yes,no,cellular,13,aug,136,1,105,2,failure,no
27,student,single,secondary,no,3754,no,no,cellular,15,mar,106,3,98,1,other,no
32,self-employed,divorced,tertiary,no,3695,yes,no,cellular,15,may,34,1,353,3,other,no
40,services,married,secondary,no,0,yes,no,cellular,2,jun,297,1,28,3,failure,no
56,management,married,tertiary,no,563,yes,no,cellular,6,may,100,2,168,1,failure,no
53,self-employed,married,secondary,no,248,no,yes,cellular,17,nov,99,1,126,3,failure,no
55,retired,married,tertiary,no,357,yes,no,cellular,11,aug,526,1,103,1,failure,no
55,management,married,secondary,no,1157,no,no,cellular,12,jul,289,1,412,2,failure,no
56,management,married,tertiary,no,2366,yes,yes,cellular,3,feb,538,2,188,4,failure,no
32,management,single,tertiary,no,307,no,no,cellular,25,jan,96,1,201,3,success,no
41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no
28,blue-collar,single,tertiary,no,1984,yes,no,cellular,4,may,32,2,14,1,failure,no
50,technician,married,tertiary,no,3117,no,no,cellular,20,nov,44,2,164,1,failure,no
45,entrepreneur,married,secondary,no,242,no,yes,cellular,4,feb,510,1,198,4,failure,no
31,blue-collar,single,secondary,no,573,yes,no,telephone,5,feb,58,1,269,2,failure,no
35,self-employed,married,tertiary,no,1178,yes,yes,cellular,15,apr,220,2,183,5,failure,no
48,admin.,divorced,secondary,no,-407,yes,no,cellular,14,may,210,2,352,1,failure,no
43,unemployed,married,secondary,no,775,no,no,cellular,14,aug,98,1,106,1,failure,no
26,admin.,single,secondary,no,96,no,no,cellular,6,may,606,1,345,1,failure,no
39,management,single,tertiary,no,633,no,no,cellular,19,nov,105,2,133,3,failure,no
34,blue-collar,married,secondary,no,1924,yes,yes,cellular,1,apr,161,2,253,1,failure,no
62,management,married,tertiary,no,0,no,no,cellular,13,apr,113,3,182,3,failure,no
55,management,single,tertiary,no,0,no,no,cellular,3,nov,222,3,187,3,failure,no
28,technician,single,tertiary,no,375,yes,no,cellular,14,may,43,1,350,1,other,no
41,services,married,secondary,no,2399,yes,no,cellular,15,may,303,2,351,2,failure,no
35,blue-collar,married,primary,no,147,yes,no,cellular,5,may,358,1,337,3,failure,no
32,services,married,secondary,no,289,yes,no,cellular,2,feb,63,1,257,2,failure,no
32,housemaid,married,primary,no,-184,yes,no,cellular,6,feb,129,2,197,1,failure,no
37,admin.,single,tertiary,no,3954,yes,no,cellular,12,aug,87,1,117,2,failure,no
43,management,married,tertiary,no,78,yes,no,cellular,21,nov,36,1,109,1,other,no
32,management,single,tertiary,no,131,yes,no,cellular,11,aug,112,1,81,1,other,no
34,blue-collar,married,secondary,no,-257,yes,no,cellular,15,may,160,1,368,4,failure,no
35,management,single,tertiary,no,1750,yes,no,cellular,22,oct,422,1,175,4,success,no
30,technician,single,secondary,no,728,yes,no,cellular,5,feb,393,1,261,1,other,no
39,management,single,tertiary,no,202,yes,no,cellular,12,may,59,1,301,1,other,no
33,management,single,tertiary,no,312,no,no,cellular,11,aug,271,1,369,3,failure,no
37,management,married,tertiary,no,789,yes,yes,cellular,11,aug,93,1,190,2,other,no
29,unemployed,single,tertiary,no,7,no,no,cellular,6,may,51,1,179,1,failure,no
35,blue-collar,single,secondary,no,142,yes,no,cellular,7,may,266,2,168,1,failure,no
44,admin.,divorced,secondary,no,777,yes,no,cellular,18,may,517,3,350,2,failure,no
31,services,married,primary,no,997,yes,no,cellular,3,feb,256,1,190,3,failure,no
30,unemployed,single,tertiary,no,1159,no,no,cellular,12,aug,95,1,68,1,success,no
57,unemployed,married,secondary,no,1350,no,no,cellular,25,jun,131,1,388,1,failure,no
45,blue-collar,married,secondary,no,87,yes,no,cellular,14,may,96,1,360,3,failure,no
57,management,married,tertiary,no,3431,yes,no,cellular,21,nov,55,2,189,1,failure,no
33,technician,single,secondary,no,151,yes,no,cellular,20,apr,104,3,236,6,failure,no
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no
53,services,married,secondary,no,367,yes,yes,cellular,29,jan,155,1,261,2,failure,no
56,management,married,tertiary,no,505,yes,yes,cellular,5,may,221,1,169,3,failure,no
31,blue-collar,single,secondary,no,1205,yes,no,cellular,16,apr,462,1,328,2,other,no
37,management,divorced,secondary,no,1655,yes,no,cellular,12,may,178,1,175,2,failure,no
40,admin.,single,secondary,no,355,yes,no,cellular,7,apr,345,2,138,6,other,no
34,admin.,divorced,secondary,no,140,yes,no,cellular,8,may,81,2,365,1,failure,no
57,retired,married,secondary,no,3738,yes,no,cellular,19,apr,220,1,367,7,success,no
32,blue-collar,single,primary,no,1918,yes,no,cellular,8,may,318,1,172,1,failure,no
33,management,single,tertiary,no,0,yes,no,telephone,5,may,399,2,358,5,other,no
32,admin.,married,secondary,no,337,no,no,cellular,15,may,51,3,368,1,failure,no
36,technician,married,primary,no,3350,yes,no,cellular,16,apr,86,1,269,3,other,no
36,management,married,tertiary,no,806,yes,no,cellular,3,feb,106,2,259,1,failure,no
40,admin.,married,secondary,no,367,yes,no,telephone,5,feb,89,1,274,1,failure,no
41,blue-collar,married,secondary,no,1954,no,no,cellular,18,nov,65,1,110,2,success,no
33,management,single,tertiary,no,576,no,no,cellular,25,may,220,1,111,2,other,no
49,management,married,tertiary,no,342,no,no,cellular,30,jan,433,2,228,1,failure,no
28,student,single,secondary,no,1925,no,no,cellular,26,feb,139,1,93,3,success,no
41,admin.,married,secondary,no,1395,yes,yes,cellular,11,may,85,1,308,2,failure,no
55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,no
51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure,no
59,admin.,married,secondary,no,92,yes,no,cellular,12,may,139,2,350,1,failure,no
44,services,married,secondary,no,1450,yes,no,cellular,14,apr,356,1,314,2,failure,no
34,technician,married,secondary,no,1026,no,no,cellular,12,nov,319,1,100,6,failure,no
54,retired,divorced,tertiary,no,349,yes,no,cellular,12,may,176,2,175,1,failure,no
36,management,single,tertiary,no,20,yes,no,cellular,20,apr,766,2,150,3,other,no
60,retired,divorced,tertiary,no,381,yes,no,cellular,17,apr,208,2,344,4,failure,no
30,admin.,married,secondary,no,873,yes,no,telephone,12,nov,119,1,167,3,success,no
30,management,single,tertiary,no,265,no,no,cellular,25,nov,295,1,93,3,success,no
36,management,single,tertiary,no,243,yes,no,cellular,7,may,160,2,360,3,failure,no
52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
52,admin.,married,secondary,no,423,yes,yes,cellular,20,oct,139,2,96,7,failure,no
37,management,married,tertiary,no,165,no,no,cellular,24,aug,315,1,83,1,other,no
29,services,married,secondary,no,376,no,yes,telephone,28,jan,49,3,183,4,failure,no
27,technician,divorced,secondary,no,21,yes,no,cellular,18,may,336,1,356,1,failure,no
29,management,single,tertiary,no,92,no,no,cellular,2,jun,101,1,92,5,success,no
47,blue-collar,married,secondary,no,1536,yes,no,cellular,17,apr,41,1,301,4,other,no
37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,no
39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure,no
47,blue-collar,married,secondary,no,3696,yes,no,cellular,19,nov,635,3,170,2,failure,no
34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other,no
40,management,married,tertiary,no,384,no,no,cellular,20,apr,200,3,327,2,failure,no
45,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,no
39,admin.,married,secondary,no,3047,yes,no,cellular,11,may,279,1,370,2,failure,no
30,admin.,single,secondary,no,523,no,yes,cellular,12,jun,136,3,101,1,success,no
47,admin.,single,secondary,no,3957,yes,no,telephone,11,may,58,3,334,3,other,no
33,blue-collar,married,secondary,no,19,yes,no,cellular,4,feb,56,1,271,1,other,no
45,services,divorced,secondary,no,0,yes,yes,cellular,21,nov,173,1,192,1,failure,no
34,management,single,tertiary,no,171,yes,no,cellular,7,may,191,1,294,1,failure,no
37,admin.,married,secondary,no,529,yes,no,cellular,16,sep,234,1,149,2,other,no
30,admin.,single,secondary,no,613,yes,no,cellular,17,apr,180,2,302,1,failure,no
51,housemaid,married,secondary,no,2337,yes,no,cellular,27,may,133,2,41,5,success,no
32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,138,1,168,1,failure,no
47,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,127,2,233,8,other,no
52,self-employed,divorced,secondary,no,1291,yes,no,cellular,19,nov,559,1,169,2,failure,no
35,management,married,tertiary,no,105,yes,no,cellular,6,may,36,1,365,3,failure,no
39,admin.,married,secondary,no,47,yes,no,cellular,16,aug,143,2,371,6,failure,no
37,management,married,primary,no,1506,no,no,cellular,2,nov,101,3,80,3,success,no
30,admin.,married,tertiary,no,26,yes,no,cellular,16,apr,62,1,323,1,failure,no
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no
41,blue-collar,married,primary,no,3658,yes,no,cellular,9,apr,268,1,330,1,failure,no
39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no
37,services,married,secondary,no,1694,yes,yes,cellular,29,jan,404,2,251,6,failure,no
39,admin.,married,tertiary,no,1322,yes,no,cellular,24,sep,157,3,486,1,other,no
38,admin.,divorced,secondary,no,3834,yes,no,cellular,13,apr,363,2,327,1,failure,no
48,self-employed,married,secondary,no,1559,no,no,cellular,24,dec,520,3,133,3,failure,no
34,admin.,single,secondary,no,598,yes,no,cellular,17,apr,365,1,324,1,failure,no
63,housemaid,married,secondary,no,2,no,no,cellular,4,feb,45,2,93,1,success,no
50,blue-collar,divorced,primary,no,15,yes,no,cellular,12,may,173,2,350,7,failure,no
26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no
49,blue-collar,married,secondary,no,298,yes,no,cellular,30,apr,264,2,86,3,failure,no
46,admin.,divorced,secondary,no,875,yes,yes,cellular,11,may,269,3,353,2,failure,no
42,unemployed,married,primary,yes,-581,yes,no,cellular,13,may,224,1,370,2,failure,no
47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,no
39,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,275,2,307,1,other,no
33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,no
40,blue-collar,married,primary,no,592,yes,no,cellular,18,may,80,3,350,2,failure,no
45,blue-collar,married,secondary,no,2246,yes,yes,cellular,21,nov,197,2,99,2,other,no
40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure,no
40,blue-collar,married,primary,no,34,yes,no,cellular,6,may,350,2,344,1,failure,no
32,blue-collar,married,secondary,no,897,yes,no,cellular,7,apr,293,3,322,2,failure,no
31,management,married,tertiary,no,1224,yes,yes,cellular,20,nov,75,2,119,2,success,no
39,technician,married,secondary,no,2266,no,no,cellular,22,may,86,1,93,4,success,no
35,blue-collar,married,primary,no,-367,yes,no,cellular,11,may,77,1,350,1,failure,no
58,admin.,married,secondary,no,0,yes,no,cellular,17,nov,219,1,186,2,failure,no
60,management,married,tertiary,no,553,yes,no,cellular,2,feb,343,1,210,3,success,no
56,technician,married,secondary,no,0,yes,yes,cellular,29,apr,152,1,223,3,other,no
55,admin.,divorced,secondary,no,1693,no,no,cellular,10,aug,247,1,102,3,success,no
40,technician,married,secondary,no,372,yes,no,cellular,21,nov,365,1,100,2,failure,no
37,admin.,single,secondary,no,810,yes,no,cellular,8,apr,376,1,295,1,failure,no
36,services,married,secondary,no,1746,yes,no,cellular,7,apr,15,1,316,1,failure,no
30,admin.,single,secondary,no,873,no,no,cellular,7,oct,301,1,216,2,failure,no
33,blue-collar,married,secondary,no,3576,yes,no,cellular,2,apr,124,1,308,2,other,no
54,management,married,tertiary,no,195,no,yes,cellular,4,feb,47,1,265,6,other,no
40,management,single,tertiary,no,1509,no,no,cellular,12,may,333,1,58,3,failure,no
50,management,married,tertiary,no,0,no,no,cellular,10,aug,232,3,130,3,other,no
56,admin.,married,primary,no,0,yes,no,cellular,3,apr,353,2,227,4,failure,no
54,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,no
31,technician,married,secondary,no,180,no,no,cellular,26,may,222,1,70,2,success,no
27,services,married,secondary,no,54,yes,no,cellular,18,may,97,1,370,1,failure,no
34,unemployed,married,secondary,no,438,yes,yes,cellular,9,apr,272,1,323,1,failure,no
51,management,married,tertiary,no,-321,no,no,cellular,6,feb,470,2,9,2,other,no
32,blue-collar,single,secondary,no,604,no,no,cellular,30,jan,410,2,196,2,other,no
52,blue-collar,married,tertiary,no,297,yes,no,cellular,18,nov,62,2,195,1,failure,no
47,services,married,secondary,no,278,yes,no,cellular,7,may,51,1,366,1,other,no
41,technician,married,secondary,no,0,no,no,cellular,28,jan,411,2,156,8,other,no
34,blue-collar,single,secondary,no,215,no,no,cellular,5,jun,329,1,94,3,success,no
33,management,married,tertiary,no,1778,no,no,cellular,26,may,134,1,103,1,success,no
34,self-employed,married,tertiary,no,2427,no,no,telephone,11,aug,90,3,70,3,failure,no
37,management,single,tertiary,no,2173,no,no,cellular,21,nov,158,3,114,1,failure,no
36,management,married,tertiary,no,-547,yes,no,cellular,30,apr,267,1,259,2,failure,no
24,admin.,married,secondary,no,299,yes,no,cellular,6,may,209,1,321,1,failure,no
47,blue-collar,married,primary,no,475,yes,yes,cellular,29,jan,99,2,251,7,other,no
45,technician,married,secondary,no,886,yes,no,cellular,13,oct,75,2,42,1,failure,no
28,blue-collar,single,primary,no,431,yes,no,cellular,13,may,68,2,363,2,failure,no
35,management,single,tertiary,no,-292,yes,no,cellular,18,may,166,2,272,6,failure,no
51,blue-collar,married,primary,no,216,yes,no,cellular,17,apr,666,3,274,3,failure,no
44,admin.,married,secondary,no,764,yes,no,cellular,3,sep,232,1,213,1,failure,no
45,admin.,married,secondary,no,1214,yes,no,cellular,2,feb,150,2,189,2,failure,no
24,blue-collar,single,secondary,no,-398,yes,no,cellular,18,may,14,3,355,4,other,no
68,retired,married,tertiary,no,2820,no,no,cellular,5,mar,158,1,92,3,success,no
33,management,single,tertiary,no,1240,yes,no,cellular,4,feb,505,2,260,1,other,no
58,services,married,secondary,no,-37,no,yes,telephone,6,feb,150,2,205,6,failure,no
32,management,married,tertiary,no,937,no,no,cellular,26,may,61,1,190,1,failure,no
55,blue-collar,married,secondary,no,2059,yes,no,cellular,11,may,149,1,259,4,failure,no
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,cellular,20,nov,206,2,162,3,failure,no
54,services,married,secondary,no,386,no,yes,cellular,19,nov,74,1,152,1,success,no
46,services,divorced,secondary,no,355,yes,no,cellular,8,may,122,2,338,8,other,no
50,housemaid,married,secondary,no,388,no,no,cellular,8,jun,152,2,89,2,success,no
34,management,married,tertiary,no,577,yes,no,cellular,20,apr,243,2,153,1,failure,no
33,admin.,married,secondary,no,17,yes,no,cellular,13,may,74,1,351,1,failure,no
59,management,married,primary,no,2769,yes,no,cellular,19,nov,104,1,131,2,failure,no
38,self-employed,married,secondary,no,215,yes,no,cellular,20,nov,70,1,167,1,failure,no
36,technician,divorced,secondary,no,556,yes,no,cellular,18,nov,154,3,189,1,failure,no
35,technician,single,secondary,no,1693,yes,no,cellular,26,may,58,1,105,1,success,no
43,blue-collar,married,primary,no,-181,yes,no,cellular,17,apr,351,1,337,3,failure,no
40,admin.,married,secondary,no,67,no,yes,cellular,19,nov,359,2,152,5,failure,no
39,blue-collar,married,secondary,no,171,yes,yes,cellular,8,may,153,1,353,1,failure,no
34,blue-collar,married,secondary,no,965,yes,no,cellular,20,apr,372,2,332,2,other,no
74,retired,divorced,primary,no,2308,no,no,telephone,16,sep,251,2,535,2,success,no
40,management,married,primary,no,738,yes,yes,cellular,2,apr,399,2,258,3,failure,no
38,blue-collar,married,secondary,no,0,yes,no,cellular,2,apr,477,2,267,1,failure,no
49,technician,divorced,tertiary,no,1807,yes,no,cellular,2,jun,225,1,82,1,success,no
38,technician,married,tertiary,no,127,yes,no,cellular,14,oct,113,1,50,2,success,no
29,blue-collar,married,secondary,no,339,yes,no,cellular,15,may,63,3,354,2,failure,no
32,services,married,secondary,no,3839,yes,no,cellular,18,nov,100,2,189,1,failure,no
35,blue-collar,married,primary,no,0,yes,no,cellular,8,may,265,1,290,2,failure,no
35,technician,married,secondary,no,149,yes,no,cellular,29,jan,99,1,245,2,failure,no
27,admin.,single,tertiary,no,689,no,no,cellular,26,jan,98,1,307,1,failure,no
34,admin.,married,tertiary,no,1636,yes,yes,cellular,6,sep,136,1,521,2,failure,no
31,management,married,tertiary,no,1384,yes,no,cellular,30,jan,203,2,2,3,other,no
52,technician,married,secondary,no,425,yes,no,cellular,28,jan,219,2,254,3,failure,no
37,management,married,tertiary,no,332,yes,no,cellular,14,aug,190,2,84,7,failure,no
49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158,1,59,2,failure,no
44,blue-collar,married,tertiary,no,1371,no,no,cellular,13,may,788,3,363,4,other,no
30,services,single,secondary,no,438,yes,no,cellular,18,may,98,1,178,1,failure,no
39,services,married,secondary,no,702,yes,no,cellular,8,apr,303,1,300,1,failure,no
27,technician,single,secondary,no,261,yes,no,cellular,29,jan,236,2,247,2,failure,no
38,management,married,tertiary,no,76,yes,no,cellular,20,apr,167,2,287,3,failure,no
31,entrepreneur,single,secondary,no,159,yes,no,cellular,21,nov,66,1,182,1,failure,no
50,technician,married,secondary,no,2497,yes,no,cellular,21,nov,35,1,176,1,failure,no
50,technician,single,secondary,no,-97,yes,no,cellular,8,apr,425,1,306,2,failure,no
40,admin.,married,secondary,no,732,no,no,cellular,9,sep,71,1,139,4,success,no
34,technician,single,tertiary,no,2658,yes,no,cellular,31,mar,265,1,230,2,failure,no
38,blue-collar,married,primary,no,2240,yes,no,cellular,19,nov,551,1,183,1,failure,no
34,management,single,tertiary,no,0,yes,yes,cellular,26,may,197,2,98,1,other,no
35,blue-collar,married,primary,no,2490,yes,no,cellular,18,may,170,1,180,3,failure,no
26,blue-collar,single,secondary,no,184,no,no,cellular,3,feb,110,2,6,1,other,no
34,blue-collar,divorced,secondary,no,-131,yes,no,cellular,7,may,132,1,356,1,failure,no
33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure,no
34,blue-collar,single,secondary,no,39,no,no,cellular,13,may,254,2,299,3,failure,no
59,management,married,tertiary,no,2764,no,no,cellular,18,feb,459,1,56,3,failure,no
37,management,single,tertiary,no,0,no,no,cellular,20,oct,107,1,258,3,other,no
39,management,single,tertiary,no,1682,yes,no,cellular,19,nov,147,1,170,1,failure,no
61,retired,married,secondary,no,89,no,no,cellular,28,oct,154,1,181,2,failure,no
58,management,married,tertiary,no,1318,no,no,cellular,16,jul,184,1,179,5,failure,no
36,management,single,tertiary,no,4,yes,no,cellular,7,jul,529,1,61,3,success,no
48,blue-collar,married,primary,no,430,no,no,cellular,14,may,340,3,371,8,failure,no
38,entrepreneur,married,tertiary,no,678,no,yes,cellular,18,nov,82,2,152,1,failure,no
36,technician,married,secondary,no,1345,yes,no,cellular,18,nov,82,1,172,3,failure,no
54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,171,2,failure,no
33,student,single,secondary,no,2321,no,no,cellular,15,apr,699,2,381,2,failure,no
54,retired,married,primary,no,136,yes,no,cellular,3,apr,352,1,332,2,failure,no
48,management,married,secondary,no,0,yes,no,cellular,8,may,612,1,344,1,other,no
33,management,married,tertiary,no,644,yes,yes,cellular,3,feb,124,2,271,2,failure,no
63,technician,married,secondary,no,896,yes,no,cellular,28,jan,115,3,91,4,other,no
33,technician,single,tertiary,no,179,yes,no,cellular,18,nov,432,2,181,4,other,no
44,blue-collar,divorced,primary,no,-57,yes,no,cellular,7,may,234,1,356,2,failure,no
31,technician,single,secondary,no,1282,no,no,cellular,12,may,144,1,460,2,failure,no
50,self-employed,single,secondary,no,766,yes,no,cellular,7,may,253,2,304,4,failure,no
36,entrepreneur,single,secondary,no,296,no,no,cellular,18,nov,67,2,111,2,failure,no
29,management,single,tertiary,no,1514,yes,no,telephone,5,may,363,1,333,7,other,no
45,technician,married,secondary,no,1441,yes,no,cellular,18,nov,93,1,113,2,other,no
36,blue-collar,single,secondary,no,219,yes,yes,cellular,11,may,270,2,347,1,failure,no
53,blue-collar,married,secondary,no,-76,no,no,cellular,29,jan,173,1,164,4,other,no
36,blue-collar,married,secondary,no,1797,yes,yes,cellular,17,nov,166,1,181,2,failure,no
33,technician,single,secondary,no,2583,no,no,cellular,25,may,241,1,108,1,failure,no
32,technician,married,secondary,no,253,yes,no,cellular,21,nov,76,1,170,3,failure,no
41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,other,no
51,management,married,tertiary,no,1612,yes,no,cellular,18,nov,61,2,131,1,failure,no
36,admin.,single,tertiary,no,994,no,no,cellular,13,aug,185,2,105,3,success,no
33,technician,single,secondary,no,3499,yes,no,cellular,11,may,143,3,356,1,other,no
34,blue-collar,married,secondary,no,2994,yes,no,cellular,15,may,358,1,176,1,failure,no
38,services,married,secondary,no,507,yes,no,cellular,17,apr,55,1,344,1,failure,no
31,blue-collar,single,tertiary,no,328,yes,no,cellular,14,may,414,1,175,1,failure,no
48,services,married,secondary,no,2597,yes,no,cellular,6,may,182,2,355,1,failure,no
36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,237,2,91,1,failure,no
40,blue-collar,married,secondary,no,679,yes,no,cellular,17,apr,642,2,304,1,failure,no
33,blue-collar,single,secondary,no,706,yes,no,cellular,7,apr,329,1,322,1,failure,no
44,technician,single,tertiary,no,678,no,no,cellular,3,feb,111,1,124,2,other,no
34,admin.,married,secondary,no,1467,yes,no,cellular,17,apr,113,1,332,2,failure,no
60,admin.,single,secondary,no,473,no,no,cellular,5,feb,175,2,8,1,other,no
31,blue-collar,single,secondary,no,2194,no,no,cellular,13,may,275,2,357,1,other,no
40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,177,2,85,3,failure,no
37,services,divorced,secondary,no,241,yes,no,cellular,14,may,189,1,371,1,failure,no
39,services,single,secondary,no,322,yes,no,cellular,11,may,35,1,350,1,failure,no
42,services,married,secondary,no,108,yes,yes,cellular,13,may,225,2,365,7,failure,no
39,housemaid,divorced,secondary,no,70,no,no,cellular,4,jun,346,2,128,8,success,no
